tconst	titleType	primaryTitle	averageRating	numVotes	startYear	runtimeMinutes	genre1	genre2	genre3
tt0000005	short	Blacksmith Scene	6.2	2596	1893	1	Comedy	Short	NA
tt0000010	short	Leaving the Factory	6.9	7079	1895	1	Documentary	Short	NA
tt0000012	short	The Arrival of a Train	7.4	12128	1896	1	Documentary	Short	NA
tt0000013	short	The Photographical Congress Arrives in Lyon	5.7	1869	1895	1	Documentary	Short	NA
tt0000016	short	Boat Leaving the Port	5.9	1490	1895	1	Documentary	Short	NA
tt0000023	short	The Sea	5.7	1424	1895	1	Documentary	Short	NA
tt0000027	short	Cordeliers' Square in Lyon	5.6	1145	1895	1	Documentary	Short	NA
tt0000028	short	Fishing for Goldfish	5.1	1071	1895	1	Documentary	Short	NA
tt0000029	short	Baby's Meal	5.9	3330	1895	1	Documentary	Short	NA
tt0000031	short	Jumping the Blanket	5.5	999	1895	1	Documentary	Short	NA
tt0000033	short	Horse Trick Riders	5.5	1026	1895	1	Comedy	Documentary	Short
tt0000034	short	Arrivée d'un train gare de Vincennes	5	204	1896	1	Documentary	Short	NA
tt0000035	short	Watering the Flowers	5.6	82	1896	1	Comedy	Short	NA
tt0000070	short	Demolition of a Wall	6.4	2631	1896	1	Documentary	Short	NA
tt0000089	short	Leaving Jerusalem by Railway	6.2	995	1897	1	Documentary	Short	NA
tt0000091	short	The House of the Devil	6.7	3626	1896	3	Horror	Short	NA
tt0000117	short	Saída do Pessoal Operário da Fábrica Confiança	5.1	164	1896	1	Documentary	Short	NA
tt0000131	short	A Terrible Night	5.8	1401	1896	1	Comedy	Horror	Short
tt0000132	short	Card Party	5.1	1060	1896	1	Biography	Short	NA
tt0000140	short	Baignade dans le torrent	4.9	297	1897	1	Short	NA	NA
tt0000143	short	Les cambrioleurs	4.9	262	1897	1	Comedy	Short	NA
tt0000144	short	Chez le magnétiseur	5.1	314	1897	1	Comedy	Short	NA
tt0000156	short	A Badly Managed Hotel	3.4	24	1896	NA	Comedy	Short	NA
tt0000159	short	The Devil's Laboratory	5.2	127	1897	1	Horror	Short	NA
tt0000162	short	Niagara Falls	5.4	472	1897	1	Documentary	Short	NA
tt0000164	short	Le pêcheur dans le torrent	5	297	1897	1	Comedy	Short	NA
tt0000174	short	Výstavní párkar a lepic plakátù	4.6	129	1898	1	Comedy	Short	NA
tt0000211	short	The Astronomer's Dream; or, the Man in the Moon	7.4	4333	1898	3	Comedy	Fantasy	Horror
tt0000213	short	Scène d'escamotage	4.6	237	1898	1	Short	NA	NA
tt0000222	short	Au cabaret	4.6	237	1899	1	Comedy	Short	NA
tt0000228	short	La bonne absinthe	4.9	277	1899	1	Short	NA	NA
tt0000231	short	Portuguese Railway Train	2.6	19	1896	1	Documentary	Short	NA
tt0000235	short	Haggard's She: The Pillar of Fire	6.3	866	1899	1	Adventure	Fantasy	Horror
tt0000269	short	Army Life; or, How Soldiers Are Made: Mounted Infantry	4.8	134	1900	NA	Documentary	Short	NA
tt0000274	short	Avenue de l'opéra	5.6	254	1900	1	Comedy	Short	NA
tt0000286	short	Chirurgie fin de siècle	5.7	255	1900	2	Comedy	Short	NA
tt0000299	short	Le départ d'Arlequin et de Pierrette	5.6	263	1900	2	Short	NA	NA
tt0000302	short	La fée aux choux, ou la naissance des enfants	5.2	225	1900	1	Short	NA	NA
tt0000319	short	Maple Leaf Viewing	5.8	224	1899	6	Horror	Short	NA
tt0000359	short	The India Rubber Head	7.1	2964	1901	3	Comedy	Fantasy	Short
tt0000373	short	The Devil's Seven Castles	6.4	88	1902	11	Drama	Horror	Short
tt0000409	short	Midwife to the Upper Classes	5.1	238	1902	4	Comedy	Short	NA
tt0000417	short	A Trip to the Moon	8.2	51682	1902	13	Action	Adventure	Comedy
tt0000432	short	How Monsieur Takes His Bath	5.7	233	1903	1	Comedy	Short	NA
tt0000439	short	The Great Train Robbery	7.3	19810	1903	11	Action	Adventure	Crime
tt0000456	short	N.Y. Fire Department Returning	4	63	1903	NA	Documentary	Short	NA
tt0000465	short	The Kingdom of the Fairies	7.3	1641	1903	16	Adventure	Fantasy	Short
tt0000495	short	The Pearl Fisher	6	112	1907	12	Fantasy	Short	NA
tt0000499	short	The Impossible Voyage	7.5	3705	1904	24	Action	Adventure	Family
tt0000515	short	Los guapos del parque	4.8	95	1904	6	Comedy	Short	NA
tt0000525	short	Hanging at Jefferson City	5.4	52	1910	7	Short	Western	NA
tt0000543	short	Kong Christian d. IXs Bisættelse	4.8	17	1906	15	Documentary	Short	NA
tt0000574	movie	The Story of the Kelly Gang	6	818	1906	70	Action	Adventure	Biography
tt0000614	short	The Red Spectre	6.5	1107	1907	9	Fantasy	Horror	Short
tt0000618	short	Salaviinanpolttajat	8.5	15	1907	20	Comedy	Short	NA
tt0000658	short	The Puppet's Nightmare	6.5	245	1908	2	Animation	Short	NA
tt0000666	short	Corrida de toros con Antonio Fuentes	5.4	32	1908	25	Documentary	Short	Sport
tt0000682	short	A Fantasy	6.9	2596	1908	2	Animation	Comedy	Family
tt0000844	short	The Death of Ivan the Terrible	6.6	20	1909	NA	Drama	History	Short
tt0000873	short	Bakchisarayskiy fontan	5.8	11	1909	NA	Drama	Short	NA
tt0000941	movie	Locura de amor	4.5	24	1909	45	Drama	NA	NA
tt0000969	short	Les Misérables	6.4	25	1909	44	Drama	History	Short
tt0000987	short	How Brother Cook was Taught a Lesson	7.8	9	1910	15	Comedy	Short	NA
tt0001117	short	Cleopatra	5.4	15	1910	NA	Drama	History	Romance
tt0001122	movie	The Red Inn	5.4	20	1910	NA	NA	NA	NA
tt0001175	movie	Camille	5.2	42	1912	NA	Drama	Romance	NA
tt0001218	short	A Fallen Spirit	5.2	111	1910	6	Animation	Fantasy	Horror
tt0001258	short	The White Slave Trade	5.8	152	1910	33	Drama	Short	NA
tt0001280	short	Copenhagen by Night	4.9	32	1910	25	Short	NA	NA
tt0001338	movie	A Night in May	5.2	17	1910	NA	Drama	NA	NA
tt0001381	short	A Recruit from 64	5.7	39	1910	35	Drama	Short	War
tt0001440	movie	Valdemar Sejr	4.7	21	1910	NA	Drama	History	NA
tt0001488	short	The Hallucinations of Baron Munchausen	6.2	500	1911	11	Fantasy	Short	NA
tt0001527	short	The Cameraman's Revenge	7.7	2995	1912	12	Animation	Comedy	Fantasy
tt0001614	movie	The Four Devils	6.2	33	1911	60	Drama	NA	NA
tt0001680	short	His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant	5.1	628	1911	14	Drama	Short	War
tt0001790	movie	Les Misérables, Part 1: Jean Valjean	6.2	51	1913	60	Drama	NA	NA
tt0001799	short	Moses Saved from the Waters	4.9	14	1911	NA	Drama	Short	NA
tt0001967	short	Life as It Is	5.9	11	1911	NA	Drama	Short	NA
tt0002020	short	Queen Elizabeth	4.5	136	1912	44	Biography	Drama	History
tt0002026	movie	Anny - Story of a Prostitute	4.5	14	1912	68	Drama	Romance	NA
tt0002113	short	The Conquest of the Pole	6.8	1070	1912	33	Adventure	Horror	Sci-Fi
tt0002136	short	Departure of a Grand Old Man	5.6	92	1912	31	Drama	Short	NA
tt0002144	short	La dramatique passion d'Algabert et d'Élisabeth de Rodembourg	5.1	17	1912	17	Drama	Short	NA
tt0002151	short	The Last Performance	5	31	1912	23	Drama	Short	NA
tt0002181	short	The Man with Wax Faces	6.1	209	1914	11	Horror	Short	NA
tt0002206	short	Le secret de l'acier	5.5	21	1912	20	Short	NA	NA
tt0002221	short	The Dragonfly and the Ant	6.7	456	1913	5	Animation	Fantasy	Short
tt0002226	short	Happy Scenes from Animal Life	5.7	63	1912	2	Animation	Short	NA
tt0002329	short	Today and Tomorrow	5.1	33	1912	41	Short	NA	NA
tt0002449	short	The Railway of Death	6.4	63	1912	17	Short	Western	NA
tt0002452	movie	The Independence of Romania	6.4	251	1912	120	History	War	NA
tt0002461	movie	The Life and Death of King Richard III	5.7	294	1912	55	Drama	NA	NA
tt0002477	short	Specter of the Sea	6.5	13	1912	40	Drama	Horror	Short
tt0002544	short	The Gardener	5.8	223	1912	24	Drama	Short	NA
tt0002555	movie	The Last Bohemian	4.6	44	1913	NA	Drama	Romance	NA
tt0002588	movie	Zigomar contre Nick Carter	5.9	43	1912	48	Crime	Thriller	NA
tt0002642	movie	The Heir to Skjoldborg	5.6	9	1914	50	Drama	NA	NA
tt0002656	short	Balaoo the Demon Baboon	5.5	46	1913	24	Horror	Short	NA
tt0002801	movie	The Black Diamond	5.6	24	1913	50	NA	NA	NA
tt0002844	movie	Fantômas: In the Shadow of the Guillotine	6.9	2361	1913	54	Crime	Drama	NA
tt0002863	short	The Film Primadonna	6.5	55	1913	17	Drama	Short	NA
tt0002917	movie	Brother Against Brother	5.6	43	1913	51	Drama	NA	NA
tt0002973	movie	Dr. Mawson in the Antarctic	5.8	21	1913	68	Documentary	NA	NA
tt0002983	short	A House Divided	6	523	1913	13	Comedy	Family	Short
tt0002996	movie	My Husband's Getting Married	3.7	30	1913	NA	Comedy	NA	NA
tt0002999	short	The Ideal Wife	5.4	30	1913	24	Comedy	Short	NA
tt0003015	movie	Die Insel der Seligen	4.7	65	1913	49	Comedy	Fantasy	NA
tt0003037	movie	Fantomas: The Man in Black	6.9	1602	1913	61	Crime	Drama	NA
tt0003044	short	Kri Kri e il tango	5.5	18	1913	4	Short	NA	NA
tt0003131	movie	War Is Hell	6.7	167	1914	50	Drama	War	NA
tt0003159	movie	Les Misérables, Part 2: Fantine	6.1	52	1913	300	Drama	NA	NA
tt0003214	short	Christmas Eve	6.2	295	1913	41	Comedy	Fantasy	Short
tt0003309	movie	Captive Souls	4.7	31	1914	99	NA	NA	NA
tt0003311	short	Raja Harishchandra	5.9	411	1913	40	History	Short	NA
tt0003345	short	S1	6.2	20	1913	40	Crime	Drama	Short
tt0003419	movie	The Student of Prague	6.4	2211	1913	85	Drama	Fantasy	Horror
tt0003441	movie	The Terrible Vengeance	6	18	1913	NA	NA	NA	NA
tt0003442	movie	Tess of the D'Urbervilles	5.8	26	1913	NA	Drama	Romance	NA
tt0003512	short	The Voyage of the Bourrichon Family	5	171	1913	15	Comedy	Short	NA
tt0003540	short	When the Earth Trembled	5.5	45	1913	19	Short	NA	NA
tt0003630	movie	Golddigger	4.6	28	1914	NA	Western	NA	NA
tt0003665	movie	The Battle of the Sexes	6.2	100	1914	50	Drama	NA	NA
tt0003740	movie	Cabiria	7.1	3701	1914	148	Adventure	Drama	History
tt0003819	short	Dance of the Vampire	7.6	20	1914	NA	Short	NA	NA
tt0003839	short	Child of the Big City	6.5	376	1914	37	Drama	Short	NA
tt0003930	movie	Fantomas: The Mysterious Finger Print	6.8	1363	1914	59	Crime	Drama	NA
tt0003934	short	The Fatal Mallet	5.4	1015	1914	18	Comedy	Short	NA
tt0003996	short	Miss Soapsuds	6.3	19	1914	10	Short	NA	NA
tt0004066	movie	Sealed Orders	6.8	640	1914	84	Drama	Mystery	NA
tt0004100	short	His Musical Career	5.9	1074	1914	16	Comedy	Short	NA
tt0004121	movie	The Hound of the Baskervilles (1914)	5.6	124	1914	65	Crime	Horror	Mystery
tt0004150	movie	In the Land of the Head Hunters	5.9	510	1914	65	Drama	History	NA
tt0004181	movie	Judith of Bethulia	6.3	1393	1914	61	Drama	NA	NA
tt0004199	movie	The Borrowed Babies	4.1	26	1915	NA	Comedy	NA	NA
tt0004325	movie	The Merchant of Venice	5.4	34	1914	NA	Drama	NA	NA
tt0004693	short	Those Love Pangs	5.4	1099	1914	16	Comedy	Short	NA
tt0004712	movie	The Undesirable	6.2	222	1915	67	Drama	NA	NA
tt0004743	movie	Uncle Tom's Cabin	5.6	174	1914	54	Drama	NA	NA
tt0004847	movie	Prisoner of the Night	4.2	27	1914	45	NA	NA	NA
tt0004869	movie	One Who Is Loved by Two	4.2	27	1915	NA	NA	NA	NA
tt0004873	movie	Alice in Wonderland	6.1	543	1915	52	Adventure	Family	Fantasy
tt0004924	movie	A Trip on the Ice	5.7	11	1915	NA	NA	NA	NA
tt0004972	movie	The Birth of a Nation	6.2	25281	1915	195	Drama	War	NA
tt0004979	movie	Blind Man's Bluff	5	13	1915	NA	Comedy	NA	NA
tt0005059	movie	The Captive	6.5	134	1915	50	Drama	Romance	War
tt0005339	movie	A Fool There Was	5.7	971	1915	67	Drama	NA	NA
tt0005809	movie	The Governor	6.7	324	1915	50	Drama	NA	NA
tt0005915	short	The Picture of Dorian Grey	6.5	59	1915	22	Drama	Fantasy	Horror
tt0005916	movie	After Death	6.8	941	1915	46	Drama	Horror	NA
tt0005994	movie	Ruslan and Ludmilla	8.4	14	1915	NA	NA	NA	NA
tt0006041	movie	Camille	5.6	16	1915	NA	Drama	NA	NA
tt0006182	movie	Trilby	6	117	1915	59	Drama	NA	NA
tt0006238	movie	Zhenshchina vampir	7.6	38	1915	NA	Horror	NA	NA
tt0006331	short	Sugar and Spice	6.6	12	1915	NA	Comedy	Short	NA
tt0006333	movie	20,000 Leagues Under the Sea	6.1	1871	1916	85	Action	Adventure	Sci-Fi
tt0006349	short	Where is My Treasure?	5.9	347	1916	35	Comedy	Short	NA
tt0006375	movie	The Aryan	6.3	53	1916	50	Western	NA	NA
tt0006386	movie	The Avenger	6.5	42	1915	49	Drama	NA	NA
tt0006399	short	The Bandit's Wager	5.5	85	1916	15	Short	Western	NA
tt0006600	movie	Mr. Doctor	3.8	25	1916	NA	NA	NA	NA
tt0006623	movie	Az egymillió fontos bankó	5.2	9	1917	NA	Comedy	NA	NA
tt0006645	short	The Medic	4.7	20	1916	NA	Drama	Short	NA
tt0006666	movie	The Wolf	5.7	38	1917	NA	NA	NA	NA
tt0006673	movie	The Black Rainbow	3.7	24	1917	NA	Drama	NA	NA
tt0006707	movie	The Tenor, Inc.	5.7	12	1916	NA	Comedy	NA	NA
tt0006714	movie	The Mixed Ladies Chorus	5.3	13	1916	NA	Comedy	NA	NA
tt0006715	movie	Genie tegen geweld	6.2	7	1916	70	Crime	Drama	Mystery
tt0006819	movie	Hoffmanns Erzählungen	6.1	57	1916	67	Fantasy	NA	NA
tt0006864	movie	Intolerance	7.7	15955	1916	163	Drama	History	NA
tt0006886	movie	Judex	7.2	1065	1916	300	Adventure	Crime	NA
tt0006893	movie	The Karthauzer	4.4	27	1916	NA	Drama	NA	NA
tt0007005	movie	The Strength of the Fatherland	4.8	24	1917	NA	Drama	War	NA
tt0007012	movie	Seven of Spades	4.5	27	1916	NA	NA	NA	NA
tt0007111	movie	A Night of Horror	6.3	22	1917	56	Drama	Horror	NA
tt0007183	movie	The Queen of Spades	6.7	774	1916	63	Drama	Fantasy	Horror
tt0007309	movie	Shoe Palace Pinkus	5.6	256	1916	45	Comedy	NA	NA
tt0007340	movie	Shoes	6.9	662	1916	60	Drama	NA	NA
tt0007459	movie	Tigre reale	6.6	123	1916	80	Drama	NA	NA
tt0007522	movie	Vingarne	5.7	177	1916	69	Drama	NA	NA
tt0007613	short	The Adventurer	7.3	4239	1917	24	Comedy	Short	NA
tt0007626	short	All Avenges Itself	4.8	15	1917	39	Drama	Short	NA
tt0007646	movie	El apóstol	7.4	65	1917	70	Animation	Comedy	Drama
tt0007713	short	The Blouse King	6.2	8	1917	12	Short	NA	NA
tt0007755	movie	Bucking Broadway	6.1	610	1917	53	Western	NA	NA
tt0007765	movie	Peace's Road	4.2	22	1917	NA	War	NA	NA
tt0007801	movie	Cleopatra	6.6	367	1917	125	Biography	Drama	History
tt0007910	movie	The Colonel	6.7	53	1918	50	Drama	NA	NA
tt0007958	movie	Peach Blossom	6.1	31	1917	90	Drama	NA	NA
tt0007963	movie	The Foolish Virgin	8.1	18	1916	50	Drama	NA	NA
tt0007984	movie	Earth's Man	4.1	23	1917	NA	Drama	NA	NA
tt0007986	movie	The Suburban Vicar	5.5	25	1917	70	Drama	NA	NA
tt0007998	movie	The Ghost House	6.9	28	1917	50	Comedy	Thriller	NA
tt0008031	movie	The Great Secret	5.4	25	1917	NA	Action	Adventure	NA
tt0008039	movie	The Death-Bell	4.2	23	1917	NA	Drama	NA	NA
tt0008122	movie	The House Built Upon Sand	6.8	46	1916	50	Comedy	Drama	NA
tt0008130	short	In the Fetters of Darkness	5.7	8	1917	40	Short	NA	NA
tt0008161	movie	Korol Parizha	6.1	71	1917	63	Drama	NA	NA
tt0008163	movie	A Penny's History	3.4	23	1918	NA	Comedy	NA	NA
tt0008164	movie	The Charlatan	3.7	24	1917	NA	Crime	Drama	NA
tt0008177	movie	Küzdelem a Létért	6.2	15	1918	72	Drama	NA	NA
tt0008179	movie	The Last Suit	6	14	1915	NA	NA	NA	NA
tt0008279	movie	The Torture of Silence	6.2	143	1917	80	Drama	NA	NA
tt0008305	movie	Les Misérables	6.7	36	1917	100	Drama	NA	NA
tt0008394	short	Ossi's Diary	5.6	15	1917	12	Comedy	Short	NA
tt0008395	movie	Father Sergius	6.8	582	1918	112	Biography	Drama	History
tt0008411	movie	Patria	6.1	40	1917	310	Action	Drama	NA
tt0008523	short	The Rough House	5.6	1398	1917	19	Comedy	Short	NA
tt0008536	movie	Satan Triumphant	6.8	214	1917	87	Drama	NA	NA
tt0008558	movie	Nobody's Son	4.4	22	1917	NA	Comedy	NA	NA
tt0008651	movie	Secret of St. Job Forest	3.8	25	1917	NA	Crime	Drama	NA
tt0008657	short	Tatárjárás	5.8	27	1917	32	Drama	Short	NA
tt0008658	movie	Tavasz a télben	4.2	24	1918	NA	Romance	NA	NA
tt0008663	movie	A Man There Was	7.3	2169	1917	65	Drama	War	NA
tt0008687	movie	Tom Sawyer	6.2	182	1917	59	Adventure	Comedy	Drama
tt0008710	movie	Girl from Stormy Croft	6.6	227	1917	87	Drama	NA	NA
tt0008725	movie	The Last Dawn	5.8	47	1917	NA	Adventure	Drama	Romance
tt0008745	movie	The Red Samson	4.1	24	1917	NA	Drama	NA	NA
tt0008800	short	Za schastem	6.8	123	1917	41	Drama	Short	NA
tt0008804	movie	Master Zoard	4.1	25	1917	NA	Drama	NA	NA
tt0008806	movie	Jean the Tenant	4.2	23	1918	NA	Drama	NA	NA
tt0008807	movie	The Last Indian Attack	6.5	101	1917	97	History	War	NA
tt0008810	movie	99	4.4	33	1918	NA	Crime	NA	NA
tt0008825	movie	Sacrifice	5.6	27	1918	88	Horror	Sci-Fi	NA
tt0008843	movie	Man of Gold	5.8	175	1919	83	Drama	NA	NA
tt0008845	movie	Arizona	6	24	1918	50	Comedy	Drama	Romance
tt0008891	movie	The Blue Bird	6.9	946	1918	75	Family	Fantasy	NA
tt0008947	movie	Captain Fracasse	2.1	14	1919	NA	Adventure	NA	NA
tt0008979	movie	Nye dlya deneg radivshisya	7.6	17	1918	NA	Adventure	NA	NA
tt0008983	movie	The Ugly Boy	4.1	22	1918	NA	Drama	NA	NA
tt0009014	movie	The Tenth Symphony	6	209	1918	94	Drama	NA	NA
tt0009051	movie	The Rosentopf Case	6.3	22	1918	NA	Comedy	NA	NA
tt0009062	movie	The Merry Jail	6.1	601	1917	48	Comedy	NA	NA
tt0009096	movie	The Lighthouse Keeper's Daughter	5.7	35	1918	63	Drama	NA	NA
tt0009145	movie	The Heart of Humanity	6	105	1918	105	Drama	Romance	War
tt0009322	movie	Lu, the Coquette	4.1	26	1919	NA	Drama	NA	NA
tt0009325	movie	The Lure of the Circus	5.6	33	1918	54	Action	Adventure	Romance
tt0009337	short	Malmequer	6	9	1918	21	Drama	History	Romance
tt0009415	movie	The Ballet Girl	6.4	19	1918	NA	Comedy	Drama	NA
tt0009419	movie	The Sunflower Woman	5.3	28	1918	NA	Drama	NA	NA
tt0009436	movie	Nászdal	7.1	24	1918	NA	NA	NA	NA
tt0009557	movie	The Toboggan Cavalier	5.3	13	1918	NA	Comedy	NA	NA
tt0009608	movie	Shifting Sands	5.6	741	1918	60	Drama	NA	NA
tt0009619	movie	Sin dejar rastros	7.4	20	1918	NA	Animation	NA	NA
tt0009682	movie	Tarzan of the Apes	5.7	870	1918	73	Action	Adventure	NA
tt0009694	movie	Thomas Graals bästa barn	6.3	111	1918	95	Comedy	NA	NA
tt0009750	movie	Congestion	4.6	28	1918	56	NA	NA	NA
tt0009754	movie	Magic Waltz	4.4	24	1918	NA	Drama	NA	NA
tt0009771	movie	The Merry Widow	4.8	29	1920	70	Music	NA	NA
tt0009852	movie	The Picture of Dorian Gray	6.7	14	1918	NA	Drama	NA	NA
tt0009853	movie	The Devil	5.6	37	1918	NA	Drama	NA	NA
tt0009857	movie	A 111-es	4.2	18	1920	NA	Drama	Romance	Thriller
tt0009878	movie	Different from the Others	7	1371	1919	50	Crime	Drama	History
tt0009893	movie	The Oyster Princess	7.2	2054	1919	60	Comedy	NA	NA
tt0009905	movie	Barrabas	7.7	106	1919	489	Crime	Thriller	NA
tt0009932	short	Billy Blazes, Esq.	6	864	1919	12	Comedy	Short	Western
tt0009968	movie	Broken Blossoms	7.2	10631	1919	90	Drama	Romance	NA
tt0010113	movie	Ett farligt frieri	5.9	53	1919	65	Comedy	NA	NA
tt0010137	movie	For Better, for Worse	5.9	743	1919	70	Drama	NA	NA
tt0010146	short	From Hand to Mouth	6.9	1102	1919	22	Action	Comedy	Short
tt0010180	movie	Anniversary of the Revolution	6.8	143	1918	119	Documentary	NA	NA
tt0010203	movie	The Halfbreed	7.1	80	1919	60	Fantasy	NA	NA
tt0010219	movie	Hawthorne of the U.S.A.	5	400	1919	57	Adventure	Comedy	Romance
tt0010247	movie	Sir Arne's Treasure	7.1	1474	1919	122	Drama	History	NA
tt0010265	movie	Eyes Without a Face	6.1	18	1919	NA	NA	NA	NA
tt0010281	movie	I Don't Want to Be a Man	6.8	1530	1918	45	Comedy	Romance	NA
tt0010307	movie	J'accuse!	7.7	1870	1919	166	Drama	Horror	War
tt0010323	movie	The Cabinet of Dr. Caligari	8	65775	1920	76	Horror	Mystery	Thriller
tt0010386	movie	The Lost Battalion	6.3	131	1919	70	Drama	War	NA
tt0010456	movie	Meyer from Berlin	6	222	1919	58	Comedy	NA	NA
tt0010497	movie	My Wife, the Movie Star	5.4	15	1918	NA	Comedy	NA	NA
tt0010501	movie	Der Mädchenhirt	6.4	21	1919	75	Drama	NA	NA
tt0010570	movie	La piovra	7.2	17	1919	45	NA	NA	NA
tt0010598	movie	The President	6.6	993	1919	75	Drama	NA	NA
tt0010600	movie	The Doll	7.4	2193	1919	66	Comedy	Fantasy	Sci-Fi
tt0010612	movie	Intoxication	6.6	20	1919	NA	Drama	NA	NA
tt0010668	movie	The Swabian Maiden	5	19	1919	NA	NA	NA	NA
tt0010754	movie	Fairy of Solbakken	6.3	54	1919	111	Drama	NA	NA
tt0010764	movie	Theodora	7.2	21	1921	NA	Drama	NA	NA
tt0010791	movie	The Tong Man	6.4	90	1919	58	Crime	Drama	NA
tt0010793	movie	The Dance of Death	7.1	22	1919	84	Horror	NA	NA
tt0010795	movie	The Trail of the Octopus	6.9	42	1919	300	Action	Mystery	Thriller
tt0010799	short	Travail	6.9	11	1920	35	Drama	Short	NA
tt0010871	movie	When Bearcat Went Dry	4.7	35	1919	57	Drama	NA	NA
tt0010969	movie	Missing Husbands	6.7	410	1921	172	Adventure	Fantasy	Mystery
tt0010994	movie	Billions	6.9	24	1920	60	Comedy	NA	NA
tt0011031	movie	The Hunchback and the Dancer	6.3	79	1920	50	Horror	NA	NA
tt0011045	movie	Carolina Rediviva	7.3	9	1920	94	Drama	NA	NA
tt0011110	movie	The Two Girls	6.9	12	1921	NA	Drama	NA	NA
tt0011114	movie	The Devil's Passkey	5.9	31	1920	130	Drama	NA	NA
tt0011144	short	An Eastern Westerner	6.8	1567	1920	23	Comedy	Family	Short
tt0011216	movie	Spanish Fiesta	7	32	1920	67	Drama	NA	NA
tt0011217	movie	Journey into the Night	6.2	455	1921	81	Drama	NA	NA
tt0011221	movie	Genuine: The Tragedy of a Vampire	5.9	1077	1920	88	Horror	NA	NA
tt0011237	movie	The Golem	7.2	7995	1920	76	Fantasy	Horror	NA
tt0011294	movie	The Swallow and the Titmouse	7.2	220	1924	80	Drama	NA	NA
tt0011302	movie	Man of the Sea	6.8	249	1920	86	Drama	NA	NA
tt0011348	movie	The Head of Janus	7.5	155	1920	107	Horror	NA	NA
tt0011369	movie	The Monastery's Hunter	8.1	123	1920	70	Drama	NA	NA
tt0011371	movie	Kohlhiesel's Daughters	6.4	352	1920	64	Comedy	Romance	NA
tt0011394	movie	Leather Stocking: The Last of the Mohicans	6.6	53	1920	NA	Adventure	NA	NA
tt0011454	movie	Lord Chilcott	6	11	1918	65	Drama	NA	NA
tt0011481	short	The Monster of Frankenstein	6	39	1921	39	Horror	Sci-Fi	Short
tt0011521	short	Number, Please?	6.9	1157	1920	25	Comedy	Romance	Short
tt0011607	movie	The Parson's Widow	7.1	1413	1920	94	Comedy	Drama	Horror
tt0011608	movie	The Vicar of Vejlby	6.2	6	1922	79	Crime	Drama	NA
tt0011641	movie	Romeo and Juliet in the Snow	6.4	216	1920	45	Comedy	NA	NA
tt0011651	movie	Sand	7	63	1920	50	Crime	Western	NA
tt0011654	movie	Satanas	7	91	1919	60	Drama	Horror	Mystery
tt0011756	movie	The Testing Block	6.7	32	1920	60	Western	NA	NA
tt0011812	movie	The Vanishing Dagger	5	17	1920	NA	Adventure	NA	NA
tt0011837	movie	The Wandering Image	6	526	1920	67	Romance	NA	NA
tt0011841	movie	Way Down East	7.4	5655	1920	145	Drama	Romance	NA
tt0011845	movie	Weltbrand	7	15	1920	77	Crime	Drama	NA
tt0011870	movie	Within Our Gates	6.4	3323	1920	79	Drama	Romance	NA
tt0011904	movie	The Ace of Hearts	6.8	1267	1921	75	Crime	Drama	Mystery
tt0011923	movie	Love of Perdition	6.4	14	1921	184	Drama	Family	Romance
tt0011948	movie	Be My Wife	6.8	449	1921	55	Comedy	NA	NA
tt0011960	movie	The Wildcat	6.9	1233	1921	79	Comedy	Drama	Romance
tt0012017	movie	Burn 'Em Up Barnes	6.6	56	1921	60	Action	Adventure	Comedy
tt0012153	short	The Puppet Looks for Lodgement	6	45	1921	8	Animation	Short	NA
tt0012205	movie	Die Geierwally	6.1	34	1921	95	Drama	NA	NA
tt0012249	movie	Hamlet	7	487	1921	131	Drama	NA	NA
tt0012297	short	Hunger... Hunger... Hunger	9.4	25	1921	NA	Documentary	Short	NA
tt0012304	short	The Idle Class	7.3	3972	1921	32	Comedy	Short	NA
tt0012337	movie	Jomfru Trofast	6.8	9	1921	69	Drama	Romance	NA
tt0012349	movie	The Kid	8.3	128079	1921	68	Comedy	Drama	Family
tt0012364	movie	The Phantom Carriage	8	13109	1921	107	Drama	Fantasy	Horror
tt0012365	movie	Labyrinth of Horror	5.2	83	1921	90	Drama	NA	NA
tt0012484	movie	The Murder of General Gryaznov	5.8	60	1921	50	Action	Adventure	NA
tt0012494	movie	Destiny	7.6	6285	1921	97	Drama	Fantasy	Horror
tt0012538	movie	Outside the Law	6.5	665	1920	75	Crime	Romance	Thriller
tt0012570	short	The Play House	7.5	4284	1921	23	Comedy	Fantasy	Short
tt0012631	movie	Souls on the Road	6.6	209	1921	91	Drama	NA	NA
tt0012675	movie	The Sheik	6.2	3500	1921	86	Adventure	Drama	Romance
tt0012720	movie	Playing with Fire	4.4	8	1921	NA	NA	NA	NA
tt0012740	movie	Daughter of the Night	5.5	73	1920	50	Drama	NA	NA
tt0012807	movie	Give Me My Son	5.2	26	1921	89	Drama	NA	NA
tt0012830	movie	What No Man Knows	6.2	22	1921	NA	Drama	NA	NA
tt0012868	movie	Das Wunder des Schneeschuhs	7	25	1920	65	Documentary	NA	NA
tt0012919	short	Bad Boy	6.7	8	1923	NA	Short	NA	NA
tt0012938	movie	Beyond the Rocks	6.7	2362	1922	80	Drama	Romance	NA
tt0012973	movie	The Burning Soil	6.9	743	1922	98	Drama	NA	NA
tt0013025	short	Cops	7.6	6491	1922	18	Comedy	Family	Short
